time,customer_no,location
07:45:00,46,dairy
07:46:00,27,fruit
07:46:00,41,fruit
07:46:00,42,drinks
07:46:00,44,fruit
07:46:00,45,dairy
07:46:00,46,dairy
07:46:00,47,drinks
07:47:00,27,checkout
07:47:00,41,fruit
07:47:00,42,drinks
07:47:00,44,checkout
07:47:00,45,dairy
07:47:00,46,fruit
07:47:00,47,drinks
07:47:00,48,fruit
07:48:00,41,fruit
07:48:00,42,drinks
07:48:00,45,dairy
07:48:00,46,fruit
07:48:00,47,drinks
07:48:00,48,checkout
07:48:00,49,fruit
07:49:00,41,fruit
07:49:00,42,fruit
07:49:00,45,dairy
07:49:00,46,fruit
07:49:00,47,checkout
07:49:00,49,fruit
07:49:00,50,fruit
07:50:00,41,checkout
07:50:00,42,checkout
07:50:00,45,dairy
07:50:00,46,fruit
07:50:00,49,fruit
07:50:00,50,fruit
07:50:00,51,spices
07:51:00,42,checkout
07:51:00,45,dairy
07:51:00,46,drinks
07:51:00,49,fruit
07:51:00,50,drinks
07:51:00,51,spices
07:51:00,52,spices
07:52:00,45,spices
07:52:00,46,drinks
07:52:00,49,fruit
07:52:00,50,checkout
07:52:00,51,fruit
07:52:00,52,spices
07:52:00,53,dairy
07:53:00,45,checkout
07:53:00,46,drinks
07:53:00,49,fruit
07:53:00,51,fruit
07:53:00,52,fruit
07:53:00,53,dairy
07:53:00,54,spices
07:54:00,46,drinks
07:54:00,49,fruit
07:54:00,51,dairy
07:54:00,52,checkout
07:54:00,53,dairy
07:54:00,54,dairy
07:54:00,55,spices
07:55:00,46,fruit
07:55:00,49,fruit
07:55:00,51,dairy
07:55:00,53,dairy
07:55:00,54,dairy
07:55:00,55,spices
07:55:00,56,fruit
07:56:00,46,fruit
07:56:00,49,dairy
07:56:00,51,drinks
07:56:00,53,fruit
07:56:00,54,dairy
07:56:00,55,fruit
07:56:00,56,fruit
07:56:00,57,fruit
07:57:00,46,fruit
07:57:00,49,dairy
07:57:00,51,drinks
07:57:00,53,checkout
07:57:00,54,dairy
07:57:00,55,fruit
07:57:00,56,fruit
07:57:00,57,fruit
07:57:00,58,drinks
07:58:00,46,fruit
07:58:00,49,checkout
07:58:00,51,spices
07:58:00,54,dairy
07:58:00,55,dairy
07:58:00,56,spices
07:58:00,57,fruit
07:58:00,58,drinks
07:58:00,59,dairy
07:59:00,46,fruit
07:59:00,51,drinks
07:59:00,54,dairy
07:59:00,55,dairy
07:59:00,56,checkout
07:59:00,57,fruit
07:59:00,58,drinks
07:59:00,59,dairy
07:59:00,60,dairy
08:00:00,46,checkout
08:00:00,51,drinks
08:00:00,54,dairy
08:00:00,55,dairy
08:00:00,57,fruit
08:00:00,58,spices
08:00:00,59,dairy
08:00:00,60,dairy
08:00:00,61,fruit
08:01:00,51,checkout
08:01:00,54,dairy
08:01:00,55,checkout
08:01:00,57,dairy
08:01:00,58,fruit
08:01:00,59,dairy
08:01:00,60,dairy
08:01:00,61,fruit
08:01:00,62,fruit
08:02:00,54,checkout
08:02:00,57,dairy
08:02:00,58,checkout
08:02:00,59,drinks
08:02:00,60,drinks
08:02:00,61,checkout
08:02:00,62,checkout
08:02:00,63,drinks
08:03:00,57,spices
08:03:00,59,drinks
08:03:00,60,drinks
08:03:00,62,checkout
08:03:00,63,spices
08:03:00,64,spices
08:04:00,57,dairy
08:04:00,59,drinks
08:04:00,60,checkout
08:04:00,63,spices
08:04:00,64,drinks
08:04:00,65,spices
08:05:00,57,spices
08:05:00,59,checkout
08:05:00,63,dairy
08:05:00,64,fruit
08:05:00,65,fruit
08:05:00,66,drinks
08:06:00,57,checkout
08:06:00,63,dairy
08:06:00,64,drinks
08:06:00,65,checkout
08:06:00,66,drinks
08:06:00,67,drinks
08:07:00,63,checkout
08:07:00,64,drinks
08:07:00,66,checkout
08:07:00,67,spices
08:07:00,68,dairy
08:08:00,64,checkout
08:08:00,67,dairy
08:08:00,68,dairy
08:08:00,69,spices
08:09:00,67,dairy
08:09:00,68,dairy
08:09:00,69,fruit
08:09:00,70,drinks
08:10:00,67,dairy
08:10:00,68,dairy
08:10:00,69,checkout
08:10:00,70,fruit
08:10:00,71,spices
08:11:00,67,dairy
08:11:00,68,dairy
08:11:00,70,fruit
08:11:00,71,fruit
08:11:00,72,spices
08:12:00,67,dairy
08:12:00,68,drinks
08:12:00,70,dairy
08:12:00,71,fruit
08:12:00,72,drinks
08:12:00,73,dairy
08:13:00,67,drinks
08:13:00,68,drinks
08:13:00,70,dairy
08:13:00,71,fruit
08:13:00,72,drinks
08:13:00,73,dairy
08:13:00,74,drinks
08:14:00,67,drinks
08:14:00,68,fruit
08:14:00,70,fruit
08:14:00,71,fruit
08:14:00,72,drinks
08:14:00,73,dairy
08:14:00,74,drinks
08:14:00,75,drinks
08:15:00,67,drinks
08:15:00,68,spices
08:15:00,70,checkout
08:15:00,71,dairy
08:15:00,72,drinks
08:15:00,73,spices
08:15:00,74,dairy
08:15:00,75,drinks
08:15:00,76,spices
08:16:00,67,checkout
08:16:00,68,fruit
08:16:00,71,dairy
08:16:00,72,drinks
08:16:00,73,drinks
08:16:00,74,fruit
08:16:00,75,drinks
08:16:00,76,drinks
08:16:00,77,dairy
08:17:00,68,fruit
08:17:00,71,dairy
08:17:00,72,fruit
08:17:00,73,checkout
08:17:00,74,checkout
08:17:00,75,drinks
08:17:00,76,fruit
08:17:00,77,dairy
08:17:00,78,dairy
08:18:00,68,fruit
08:18:00,71,dairy
08:18:00,72,fruit
08:18:00,74,checkout
08:18:00,75,drinks
08:18:00,76,fruit
08:18:00,77,dairy
08:18:00,78,drinks
08:18:00,79,spices
08:19:00,68,fruit
08:19:00,71,dairy
08:19:00,72,fruit
08:19:00,75,drinks
08:19:00,76,checkout
08:19:00,77,dairy
08:19:00,78,drinks
08:19:00,79,spices
08:19:00,80,dairy
08:20:00,68,fruit
08:20:00,71,dairy
08:20:00,72,checkout
08:20:00,75,drinks
08:20:00,77,dairy
08:20:00,78,drinks
08:20:00,79,checkout
08:20:00,80,dairy
08:20:00,81,spices
08:21:00,68,fruit
08:21:00,71,dairy
08:21:00,75,fruit
08:21:00,77,dairy
08:21:00,78,fruit
08:21:00,80,checkout
08:21:00,81,spices
08:21:00,82,fruit
08:22:00,68,checkout
08:22:00,71,dairy
08:22:00,75,fruit
08:22:00,77,dairy
08:22:00,78,checkout
08:22:00,81,checkout
08:22:00,82,fruit
08:22:00,83,spices
08:23:00,71,checkout
08:23:00,75,checkout
08:23:00,77,fruit
08:23:00,81,checkout
08:23:00,82,fruit
08:23:00,83,drinks
08:23:00,84,spices
08:24:00,75,checkout
08:24:00,77,checkout
08:24:00,82,fruit
08:24:00,83,checkout
08:24:00,84,spices
08:24:00,85,drinks
08:25:00,77,checkout
08:25:00,82,checkout
08:25:00,84,dairy
08:25:00,85,drinks
08:25:00,86,drinks
08:26:00,82,checkout
08:26:00,84,dairy
08:26:00,85,drinks
08:26:00,86,drinks
08:26:00,87,dairy
08:27:00,84,dairy
08:27:00,85,checkout
08:27:00,86,fruit
08:27:00,87,checkout
08:27:00,88,dairy
08:28:00,84,dairy
08:28:00,86,fruit
08:28:00,88,dairy
08:28:00,89,spices
08:29:00,84,dairy
08:29:00,86,spices
08:29:00,88,dairy
08:29:00,89,spices
08:29:00,90,spices
08:30:00,84,dairy
08:30:00,86,checkout
08:30:00,88,spices
08:30:00,89,dairy
08:30:00,90,fruit
08:30:00,91,dairy
08:31:00,84,dairy
08:31:00,88,spices
08:31:00,89,dairy
08:31:00,90,fruit
08:31:00,91,dairy
08:31:00,92,dairy
08:32:00,84,dairy
08:32:00,88,dairy
08:32:00,89,dairy
08:32:00,90,dairy
08:32:00,91,dairy
08:32:00,92,drinks
08:32:00,93,spices
08:33:00,84,dairy
08:33:00,88,dairy
08:33:00,89,dairy
08:33:00,90,spices
08:33:00,91,dairy
08:33:00,92,checkout
08:33:00,93,spices
08:33:00,94,dairy
08:34:00,84,fruit
08:34:00,88,checkout
08:34:00,89,dairy
08:34:00,90,spices
08:34:00,91,dairy
08:34:00,93,drinks
08:34:00,94,drinks
08:34:00,95,spices
08:35:00,84,dairy
08:35:00,89,dairy
08:35:00,90,spices
08:35:00,91,dairy
08:35:00,93,fruit
08:35:00,94,drinks
08:35:00,95,dairy
08:35:00,96,drinks
08:36:00,84,dairy
08:36:00,89,dairy
08:36:00,90,dairy
08:36:00,91,dairy
08:36:00,93,fruit
08:36:00,94,drinks
08:36:00,95,dairy
08:36:00,96,fruit
08:36:00,97,dairy
08:37:00,84,dairy
08:37:00,89,dairy
08:37:00,90,dairy
08:37:00,91,dairy
08:37:00,93,fruit
08:37:00,94,drinks
08:37:00,95,dairy
08:37:00,96,fruit
08:37:00,97,dairy
08:37:00,98,spices
08:38:00,84,fruit
08:38:00,89,dairy
08:38:00,90,dairy
08:38:00,91,dairy
08:38:00,93,fruit
08:38:00,94,checkout
08:38:00,95,dairy
08:38:00,96,fruit
08:38:00,97,dairy
08:38:00,98,drinks
08:38:00,99,spices
08:39:00,84,fruit
08:39:00,89,dairy
08:39:00,90,dairy
08:39:00,91,dairy
08:39:00,93,spices
08:39:00,95,dairy
08:39:00,96,dairy
08:39:00,97,dairy
08:39:00,98,fruit
08:39:00,99,spices
08:39:00,100,fruit
08:40:00,84,fruit
08:40:00,89,dairy
08:40:00,90,spices
08:40:00,91,dairy
08:40:00,93,spices
08:40:00,95,dairy
08:40:00,96,dairy
08:40:00,97,dairy
08:40:00,98,fruit
08:40:00,99,spices
08:40:00,100,fruit
08:40:00,101,dairy
08:41:00,84,fruit
08:41:00,89,dairy
08:41:00,90,spices
08:41:00,91,dairy
08:41:00,93,dairy
08:41:00,95,dairy
08:41:00,96,fruit
08:41:00,97,dairy
08:41:00,98,checkout
08:41:00,99,spices
08:41:00,100,fruit
08:41:00,101,drinks
08:41:00,102,drinks
08:42:00,84,fruit
08:42:00,89,fruit
08:42:00,90,dairy
08:42:00,91,dairy
08:42:00,93,dairy
08:42:00,95,dairy
08:42:00,96,fruit
08:42:00,97,dairy
08:42:00,99,fruit
08:42:00,100,fruit
08:42:00,101,drinks
08:42:00,102,checkout
08:42:00,103,drinks
08:43:00,84,fruit
08:43:00,89,dairy
08:43:00,90,dairy
08:43:00,91,dairy
08:43:00,93,dairy
08:43:00,95,fruit
08:43:00,96,dairy
08:43:00,97,dairy
08:43:00,99,checkout
08:43:00,100,fruit
08:43:00,101,spices
08:43:00,103,drinks
08:43:00,104,fruit
08:44:00,84,fruit
08:44:00,89,dairy
08:44:00,90,dairy
08:44:00,91,dairy
08:44:00,93,fruit
08:44:00,95,fruit
08:44:00,96,dairy
08:44:00,97,dairy
08:44:00,100,checkout
08:44:00,101,dairy
08:44:00,103,drinks
08:44:00,104,fruit
08:44:00,105,dairy
08:45:00,84,fruit
08:45:00,89,dairy
08:45:00,90,dairy
08:45:00,91,drinks
08:45:00,93,fruit
08:45:00,95,fruit
08:45:00,96,checkout
08:45:00,97,dairy
08:45:00,101,dairy
08:45:00,103,drinks
08:45:00,104,fruit
08:45:00,105,drinks
08:45:00,106,drinks
08:46:00,84,fruit
08:46:00,89,fruit
08:46:00,90,dairy
08:46:00,91,checkout
08:46:00,93,dairy
08:46:00,95,dairy
08:46:00,97,dairy
08:46:00,101,dairy
08:46:00,103,checkout
08:46:00,104,checkout
08:46:00,105,spices
08:46:00,106,drinks
08:46:00,107,fruit
08:47:00,84,fruit
08:47:00,89,drinks
08:47:00,90,dairy
08:47:00,93,dairy
08:47:00,95,dairy
08:47:00,97,dairy
08:47:00,101,dairy
08:47:00,104,checkout
08:47:00,105,drinks
08:47:00,106,checkout
08:47:00,107,drinks
08:47:00,108,drinks
08:48:00,84,fruit
08:48:00,89,drinks
08:48:00,90,dairy
08:48:00,93,dairy
08:48:00,95,dairy
08:48:00,97,drinks
08:48:00,101,dairy
08:48:00,105,drinks
08:48:00,107,drinks
08:48:00,108,drinks
08:48:00,109,fruit
08:49:00,84,fruit
08:49:00,89,drinks
08:49:00,90,dairy
08:49:00,93,dairy
08:49:00,95,spices
08:49:00,97,drinks
08:49:00,101,dairy
08:49:00,105,checkout
08:49:00,107,drinks
08:49:00,108,fruit
08:49:00,109,fruit
08:49:00,110,drinks
08:50:00,84,dairy
08:50:00,89,drinks
08:50:00,90,spices
08:50:00,93,dairy
08:50:00,95,spices
08:50:00,97,spices
08:50:00,101,dairy
08:50:00,107,drinks
08:50:00,108,checkout
08:50:00,109,drinks
08:50:00,110,drinks
08:50:00,111,dairy
08:51:00,84,dairy
08:51:00,89,checkout
08:51:00,90,drinks
08:51:00,93,dairy
08:51:00,95,spices
08:51:00,97,dairy
08:51:00,101,checkout
08:51:00,107,checkout
08:51:00,109,spices
08:51:00,110,drinks
08:51:00,111,dairy
08:51:00,112,dairy
08:52:00,84,dairy
08:52:00,90,drinks
08:52:00,93,dairy
08:52:00,95,spices
08:52:00,97,dairy
08:52:00,107,checkout
08:52:00,109,drinks
08:52:00,110,spices
08:52:00,111,dairy
08:52:00,112,dairy
08:52:00,113,drinks
08:53:00,84,fruit
08:53:00,90,drinks
08:53:00,93,dairy
08:53:00,95,checkout
08:53:00,97,dairy
08:53:00,109,drinks
08:53:00,110,dairy
08:53:00,111,checkout
08:53:00,112,dairy
08:53:00,113,drinks
08:53:00,114,spices
08:54:00,84,drinks
08:54:00,90,fruit
08:54:00,93,spices
08:54:00,97,dairy
08:54:00,109,drinks
08:54:00,110,fruit
08:54:00,112,checkout
08:54:00,113,drinks
08:54:00,114,spices
08:54:00,115,fruit
08:55:00,84,drinks
08:55:00,90,dairy
08:55:00,93,spices
08:55:00,97,dairy
08:55:00,109,checkout
08:55:00,110,fruit
08:55:00,113,checkout
08:55:00,114,spices
08:55:00,115,fruit
08:55:00,116,drinks
08:56:00,84,checkout
08:56:00,90,drinks
08:56:00,93,spices
08:56:00,97,dairy
08:56:00,110,fruit
08:56:00,114,spices
08:56:00,115,checkout
08:56:00,116,checkout
08:56:00,117,spices
08:57:00,90,drinks
08:57:00,93,spices
08:57:00,97,dairy
08:57:00,110,checkout
08:57:00,114,dairy
08:57:00,116,checkout
08:57:00,117,spices
08:57:00,118,fruit
08:58:00,90,fruit
08:58:00,93,drinks
08:58:00,97,spices
08:58:00,114,dairy
08:58:00,117,dairy
08:58:00,118,spices
08:58:00,119,fruit
08:59:00,90,fruit
08:59:00,93,drinks
08:59:00,97,checkout
08:59:00,114,checkout
08:59:00,117,dairy
08:59:00,118,drinks
08:59:00,119,fruit
08:59:00,120,fruit
09:00:00,90,fruit
09:00:00,93,fruit
09:00:00,114,checkout
09:00:00,117,dairy
09:00:00,118,spices
09:00:00,119,fruit
09:00:00,120,dairy
09:00:00,121,dairy
09:01:00,90,dairy
09:01:00,93,fruit
09:01:00,117,dairy
09:01:00,118,spices
09:01:00,119,fruit
09:01:00,120,spices
09:01:00,121,dairy
09:01:00,122,dairy
09:02:00,90,dairy
09:02:00,93,checkout
09:02:00,117,dairy
09:02:00,118,spices
09:02:00,119,fruit
09:02:00,120,spices
09:02:00,121,dairy
09:02:00,122,fruit
09:02:00,123,fruit
09:03:00,90,dairy
09:03:00,117,drinks
09:03:00,118,drinks
09:03:00,119,fruit
09:03:00,120,spices
09:03:00,121,fruit
09:03:00,122,fruit
09:03:00,123,fruit
09:03:00,124,spices
09:04:00,90,dairy
09:04:00,117,drinks
09:04:00,118,checkout
09:04:00,119,fruit
09:04:00,120,checkout
09:04:00,121,checkout
09:04:00,122,checkout
09:04:00,123,fruit
09:04:00,124,spices
09:04:00,125,dairy
09:05:00,90,fruit
09:05:00,117,drinks
09:05:00,119,fruit
09:05:00,121,checkout
09:05:00,123,fruit
09:05:00,124,spices
09:05:00,125,dairy
09:05:00,126,spices
09:06:00,90,fruit
09:06:00,117,fruit
09:06:00,119,spices
09:06:00,123,fruit
09:06:00,124,spices
09:06:00,125,dairy
09:06:00,126,dairy
09:06:00,127,drinks
09:07:00,90,dairy
09:07:00,117,fruit
09:07:00,119,fruit
09:07:00,123,checkout
09:07:00,124,drinks
09:07:00,125,dairy
09:07:00,126,dairy
09:07:00,127,checkout
09:07:00,128,spices
09:08:00,90,fruit
09:08:00,117,dairy
09:08:00,119,fruit
09:08:00,124,checkout
09:08:00,125,dairy
09:08:00,126,dairy
09:08:00,128,spices
09:08:00,129,spices
09:09:00,90,dairy
09:09:00,117,dairy
09:09:00,119,fruit
09:09:00,125,fruit
09:09:00,126,dairy
09:09:00,128,dairy
09:09:00,129,drinks
09:09:00,130,drinks
09:10:00,90,dairy
09:10:00,117,checkout
09:10:00,119,fruit
09:10:00,125,fruit
09:10:00,126,spices
09:10:00,128,drinks
09:10:00,129,drinks
09:10:00,130,drinks
09:10:00,131,dairy
09:11:00,90,dairy
09:11:00,119,fruit
09:11:00,125,fruit
09:11:00,126,spices
09:11:00,128,drinks
09:11:00,129,drinks
09:11:00,130,spices
09:11:00,131,drinks
09:11:00,132,drinks
09:12:00,90,dairy
09:12:00,119,checkout
09:12:00,125,fruit
09:12:00,126,spices
09:12:00,128,drinks
09:12:00,129,drinks
09:12:00,130,spices
09:12:00,131,drinks
09:12:00,132,drinks
09:12:00,133,drinks
09:13:00,90,checkout
09:13:00,125,checkout
09:13:00,126,dairy
09:13:00,128,drinks
09:13:00,129,drinks
09:13:00,130,drinks
09:13:00,131,drinks
09:13:00,132,fruit
09:13:00,133,drinks
09:13:00,134,spices
09:14:00,125,checkout
09:14:00,126,fruit
09:14:00,128,drinks
09:14:00,129,spices
09:14:00,130,checkout
09:14:00,131,drinks
09:14:00,132,fruit
09:14:00,133,fruit
09:14:00,134,spices
09:14:00,135,dairy
09:15:00,126,fruit
09:15:00,128,drinks
09:15:00,129,fruit
09:15:00,131,drinks
09:15:00,132,fruit
09:15:00,133,dairy
09:15:00,134,checkout
09:15:00,135,dairy
09:15:00,136,drinks
09:16:00,126,checkout
09:16:00,128,checkout
09:16:00,129,dairy
09:16:00,131,drinks
09:16:00,132,dairy
09:16:00,133,dairy
09:16:00,135,dairy
09:16:00,136,drinks
09:16:00,137,spices
09:17:00,128,checkout
09:17:00,129,dairy
09:17:00,131,drinks
09:17:00,132,dairy
09:17:00,133,dairy
09:17:00,135,checkout
09:17:00,136,drinks
09:17:00,137,spices
09:17:00,138,spices
09:18:00,129,checkout
09:18:00,131,checkout
09:18:00,132,dairy
09:18:00,133,dairy
09:18:00,136,checkout
09:18:00,137,fruit
09:18:00,138,spices
09:18:00,139,drinks
09:19:00,131,checkout
09:19:00,132,dairy
09:19:00,133,dairy
09:19:00,137,fruit
09:19:00,138,checkout
09:19:00,139,drinks
09:19:00,140,dairy
09:20:00,132,dairy
09:20:00,133,dairy
09:20:00,137,spices
09:20:00,139,drinks
09:20:00,140,dairy
09:20:00,141,fruit
09:21:00,132,dairy
09:21:00,133,dairy
09:21:00,137,checkout
09:21:00,139,drinks
09:21:00,140,dairy
09:21:00,141,fruit
09:21:00,142,drinks
09:22:00,132,fruit
09:22:00,133,dairy
09:22:00,139,drinks
09:22:00,140,dairy
09:22:00,141,fruit
09:22:00,142,drinks
09:22:00,143,spices
09:23:00,132,checkout
09:23:00,133,dairy
09:23:00,139,checkout
09:23:00,140,dairy
09:23:00,141,fruit
09:23:00,142,fruit
09:23:00,143,spices
09:23:00,144,fruit
09:24:00,133,fruit
09:24:00,140,dairy
09:24:00,141,fruit
09:24:00,142,fruit
09:24:00,143,dairy
09:24:00,144,fruit
09:24:00,145,dairy
09:25:00,133,drinks
09:25:00,140,drinks
09:25:00,141,fruit
09:25:00,142,fruit
09:25:00,143,dairy
09:25:00,144,fruit
09:25:00,145,dairy
09:25:00,146,spices
09:26:00,133,drinks
09:26:00,140,drinks
09:26:00,141,fruit
09:26:00,142,checkout
09:26:00,143,dairy
09:26:00,144,fruit
09:26:00,145,fruit
09:26:00,146,checkout
09:26:00,147,spices
09:27:00,133,drinks
09:27:00,140,drinks
09:27:00,141,fruit
09:27:00,143,dairy
09:27:00,144,fruit
09:27:00,145,fruit
09:27:00,147,spices
09:27:00,148,drinks
09:28:00,133,drinks
09:28:00,140,checkout
09:28:00,141,fruit
09:28:00,143,dairy
09:28:00,144,dairy
09:28:00,145,fruit
09:28:00,147,spices
09:28:00,148,drinks
09:28:00,149,spices
09:29:00,133,drinks
09:29:00,141,fruit
09:29:00,143,dairy
09:29:00,144,dairy
09:29:00,145,fruit
