time,customer_no,location
07:55:00,9,fruit
07:55:00,38,dairy
07:55:00,39,checkout
07:55:00,47,dairy
07:55:00,49,dairy
07:55:00,50,drinks
07:55:00,51,dairy
07:55:00,52,fruit
07:55:00,54,spices
07:55:00,55,spices
07:55:00,56,drinks
07:56:00,9,checkout
07:56:00,38,dairy
07:56:00,47,fruit
07:56:00,49,dairy
07:56:00,50,drinks
07:56:00,51,drinks
07:56:00,52,drinks
07:56:00,54,fruit
07:56:00,55,dairy
07:56:00,56,checkout
07:56:00,57,spices
07:57:00,38,dairy
07:57:00,47,fruit
07:57:00,49,dairy
07:57:00,50,fruit
07:57:00,51,drinks
07:57:00,52,drinks
07:57:00,54,fruit
07:57:00,55,dairy
07:57:00,57,spices
07:57:00,58,dairy
07:58:00,38,dairy
07:58:00,47,fruit
07:58:00,49,checkout
07:58:00,50,fruit
07:58:00,51,checkout
07:58:00,52,checkout
07:58:00,54,checkout
07:58:00,55,checkout
07:58:00,57,spices
07:58:00,58,dairy
07:58:00,59,spices
07:59:00,38,spices
07:59:00,47,checkout
07:59:00,50,dairy
07:59:00,52,checkout
07:59:00,55,checkout
07:59:00,57,spices
07:59:00,58,dairy
07:59:00,59,dairy
07:59:00,60,dairy
08:00:00,38,drinks
08:00:00,50,dairy
08:00:00,55,checkout
08:00:00,57,spices
08:00:00,58,dairy
08:00:00,59,dairy
08:00:00,60,dairy
08:00:00,61,dairy
08:01:00,38,drinks
08:01:00,50,checkout
08:01:00,57,spices
08:01:00,58,dairy
08:01:00,59,dairy
08:01:00,60,dairy
08:01:00,61,dairy
08:01:00,62,fruit
08:02:00,38,drinks
08:02:00,57,spices
08:02:00,58,dairy
08:02:00,59,dairy
08:02:00,60,checkout
08:02:00,61,checkout
08:02:00,62,checkout
08:02:00,63,drinks
08:03:00,38,spices
08:03:00,57,dairy
08:03:00,58,dairy
08:03:00,59,drinks
08:03:00,61,checkout
08:03:00,63,drinks
08:03:00,64,spices
08:04:00,38,dairy
08:04:00,57,dairy
08:04:00,58,dairy
08:04:00,59,drinks
08:04:00,63,drinks
08:04:00,64,dairy
08:04:00,65,fruit
08:05:00,38,dairy
08:05:00,57,dairy
08:05:00,58,checkout
08:05:00,59,drinks
08:05:00,63,fruit
08:05:00,64,dairy
08:05:00,65,checkout
08:05:00,66,spices
08:06:00,38,dairy
08:06:00,57,dairy
08:06:00,59,drinks
08:06:00,63,fruit
08:06:00,64,spices
08:06:00,66,spices
08:06:00,67,spices
08:07:00,38,drinks
08:07:00,57,checkout
08:07:00,59,drinks
08:07:00,63,fruit
08:07:00,64,drinks
08:07:00,66,dairy
08:07:00,67,spices
08:07:00,68,dairy
08:08:00,38,drinks
08:08:00,59,drinks
08:08:00,63,checkout
08:08:00,64,fruit
08:08:00,66,checkout
08:08:00,67,checkout
08:08:00,68,dairy
08:08:00,69,drinks
08:09:00,38,drinks
08:09:00,59,drinks
08:09:00,64,fruit
08:09:00,67,checkout
08:09:00,68,dairy
08:09:00,69,checkout
08:09:00,70,drinks
08:10:00,38,drinks
08:10:00,59,drinks
08:10:00,64,checkout
08:10:00,68,dairy
08:10:00,70,drinks
08:10:00,71,spices
08:11:00,38,drinks
08:11:00,59,drinks
08:11:00,68,dairy
08:11:00,70,fruit
08:11:00,71,drinks
08:11:00,72,dairy
08:12:00,38,drinks
08:12:00,59,drinks
08:12:00,68,dairy
08:12:00,70,fruit
08:12:00,71,drinks
08:12:00,72,dairy
08:12:00,73,spices
08:13:00,38,drinks
08:13:00,59,spices
08:13:00,68,dairy
08:13:00,70,fruit
08:13:00,71,drinks
08:13:00,72,dairy
08:13:00,73,spices
08:13:00,74,dairy
08:14:00,38,fruit
08:14:00,59,dairy
08:14:00,68,checkout
08:14:00,70,fruit
08:14:00,71,drinks
08:14:00,72,dairy
08:14:00,73,dairy
08:14:00,74,dairy
08:14:00,75,drinks
08:15:00,38,checkout
08:15:00,59,dairy
08:15:00,70,checkout
08:15:00,71,spices
08:15:00,72,checkout
08:15:00,73,checkout
08:15:00,74,dairy
08:15:00,75,drinks
08:15:00,76,spices
08:16:00,59,dairy
08:16:00,71,checkout
08:16:00,73,checkout
08:16:00,74,spices
08:16:00,75,drinks
08:16:00,76,fruit
08:16:00,77,dairy
08:17:00,59,dairy
08:17:00,73,checkout
08:17:00,74,fruit
08:17:00,75,drinks
08:17:00,76,checkout
08:17:00,77,dairy
08:17:00,78,spices
08:18:00,59,dairy
08:18:00,74,dairy
08:18:00,75,drinks
08:18:00,77,dairy
08:18:00,78,spices
08:18:00,79,dairy
08:19:00,59,dairy
08:19:00,74,drinks
08:19:00,75,spices
08:19:00,77,dairy
08:19:00,78,spices
08:19:00,79,dairy
08:19:00,80,spices
08:20:00,59,drinks
08:20:00,74,drinks
08:20:00,75,spices
08:20:00,77,dairy
08:20:00,78,dairy
08:20:00,79,dairy
08:20:00,80,spices
08:20:00,81,fruit
08:21:00,59,drinks
08:21:00,74,checkout
08:21:00,75,dairy
08:21:00,77,dairy
08:21:00,78,dairy
08:21:00,79,dairy
08:21:00,80,drinks
08:21:00,81,fruit
08:21:00,82,fruit
08:22:00,59,drinks
08:22:00,75,dairy
08:22:00,77,checkout
08:22:00,78,dairy
08:22:00,79,dairy
08:22:00,80,drinks
08:22:00,81,drinks
08:22:00,82,fruit
08:22:00,83,fruit
08:23:00,59,drinks
08:23:00,75,spices
08:23:00,78,drinks
08:23:00,79,dairy
08:23:00,80,drinks
08:23:00,81,spices
08:23:00,82,checkout
08:23:00,83,checkout
08:23:00,84,drinks
08:24:00,59,spices
08:24:00,75,spices
08:24:00,78,drinks
08:24:00,79,dairy
08:24:00,80,spices
08:24:00,81,dairy
08:24:00,83,checkout
08:24:00,84,drinks
08:24:00,85,dairy
08:25:00,59,spices
08:25:00,75,dairy
08:25:00,78,drinks
08:25:00,79,dairy
08:25:00,80,spices
08:25:00,81,fruit
08:25:00,84,drinks
08:25:00,85,checkout
08:25:00,86,dairy
08:26:00,59,dairy
08:26:00,75,dairy
08:26:00,78,checkout
08:26:00,79,dairy
08:26:00,80,drinks
08:26:00,81,fruit
08:26:00,84,drinks
08:26:00,86,dairy
08:26:00,87,dairy
08:27:00,59,dairy
08:27:00,75,drinks
08:27:00,79,dairy
08:27:00,80,drinks
08:27:00,81,fruit
08:27:00,84,spices
08:27:00,86,dairy
08:27:00,87,dairy
08:27:00,88,fruit
08:28:00,59,dairy
08:28:00,75,drinks
08:28:00,79,dairy
08:28:00,80,checkout
08:28:00,81,dairy
08:28:00,84,checkout
08:28:00,86,dairy
08:28:00,87,dairy
08:28:00,88,fruit
08:28:00,89,fruit
08:29:00,59,dairy
08:29:00,75,checkout
08:29:00,79,dairy
08:29:00,81,fruit
08:29:00,86,spices
08:29:00,87,fruit
08:29:00,88,fruit
08:29:00,89,fruit
08:29:00,90,drinks
08:30:00,59,dairy
08:30:00,79,spices
08:30:00,81,dairy
08:30:00,86,fruit
08:30:00,87,checkout
08:30:00,88,fruit
08:30:00,89,dairy
08:30:00,90,checkout
08:30:00,91,drinks
08:31:00,59,fruit
08:31:00,79,drinks
08:31:00,81,dairy
08:31:00,86,checkout
08:31:00,88,spices
08:31:00,89,fruit
08:31:00,91,fruit
08:31:00,92,spices
08:32:00,59,dairy
08:32:00,79,drinks
08:32:00,81,dairy
08:32:00,88,checkout
08:32:00,89,dairy
08:32:00,91,fruit
08:32:00,92,dairy
08:32:00,93,drinks
08:33:00,59,checkout
08:33:00,79,drinks
08:33:00,81,spices
08:33:00,89,dairy
08:33:00,91,checkout
08:33:00,92,dairy
08:33:00,93,checkout
08:33:00,94,fruit
08:34:00,79,spices
08:34:00,81,drinks
08:34:00,89,dairy
08:34:00,92,dairy
08:34:00,94,checkout
08:34:00,95,dairy
08:35:00,79,drinks
08:35:00,81,fruit
08:35:00,89,dairy
08:35:00,92,dairy
08:35:00,95,dairy
08:35:00,96,spices
08:36:00,79,drinks
08:36:00,81,fruit
08:36:00,89,dairy
08:36:00,92,dairy
08:36:00,95,dairy
08:36:00,96,dairy
08:36:00,97,drinks
08:37:00,79,spices
08:37:00,81,fruit
08:37:00,89,dairy
08:37:00,92,dairy
08:37:00,95,drinks
08:37:00,96,dairy
08:37:00,97,drinks
08:37:00,98,drinks
08:38:00,79,spices
08:38:00,81,fruit
08:38:00,89,dairy
08:38:00,92,dairy
08:38:00,95,drinks
08:38:00,96,checkout
08:38:00,97,fruit
08:38:00,98,drinks
08:38:00,99,spices
08:39:00,79,dairy
08:39:00,81,fruit
08:39:00,89,dairy
08:39:00,92,dairy
08:39:00,95,checkout
08:39:00,97,checkout
08:39:00,98,drinks
08:39:00,99,spices
08:39:00,100,fruit
08:40:00,79,fruit
08:40:00,81,fruit
08:40:00,89,dairy
08:40:00,92,dairy
08:40:00,97,checkout
08:40:00,98,fruit
08:40:00,99,checkout
08:40:00,100,fruit
08:40:00,101,fruit
08:41:00,79,fruit
08:41:00,81,dairy
08:41:00,89,spices
08:41:00,92,dairy
08:41:00,98,fruit
08:41:00,100,fruit
08:41:00,101,fruit
08:41:00,102,fruit
08:42:00,79,checkout
08:42:00,81,dairy
08:42:00,89,checkout
08:42:00,92,dairy
08:42:00,98,fruit
08:42:00,100,checkout
08:42:00,101,dairy
08:42:00,102,fruit
08:42:00,103,fruit
08:43:00,81,dairy
08:43:00,92,dairy
08:43:00,98,dairy
08:43:00,101,dairy
08:43:00,102,fruit
08:43:00,103,fruit
08:43:00,104,fruit
08:44:00,81,dairy
08:44:00,92,dairy
08:44:00,98,dairy
08:44:00,101,checkout
08:44:00,102,fruit
08:44:00,103,fruit
08:44:00,104,fruit
08:44:00,105,spices
08:45:00,81,dairy
08:45:00,92,drinks
08:45:00,98,drinks
08:45:00,102,fruit
08:45:00,103,dairy
08:45:00,104,dairy
08:45:00,105,dairy
08:45:00,106,fruit
08:46:00,81,dairy
08:46:00,92,drinks
08:46:00,98,fruit
08:46:00,102,fruit
08:46:00,103,dairy
08:46:00,104,drinks
08:46:00,105,dairy
08:46:00,106,fruit
08:46:00,107,dairy
08:47:00,81,dairy
08:47:00,92,checkout
08:47:00,98,fruit
08:47:00,102,fruit
08:47:00,103,drinks
08:47:00,104,checkout
08:47:00,105,dairy
08:47:00,106,fruit
08:47:00,107,dairy
08:47:00,108,dairy
08:48:00,81,checkout
08:48:00,98,fruit
08:48:00,102,checkout
08:48:00,103,drinks
08:48:00,105,dairy
08:48:00,106,fruit
08:48:00,107,dairy
08:48:00,108,dairy
08:48:00,109,fruit
08:49:00,98,fruit
08:49:00,103,drinks
08:49:00,105,dairy
08:49:00,106,fruit
08:49:00,107,dairy
08:49:00,108,drinks
08:49:00,109,checkout
08:49:00,110,drinks
08:50:00,98,fruit
08:50:00,103,fruit
08:50:00,105,checkout
08:50:00,106,fruit
08:50:00,107,dairy
08:50:00,108,drinks
08:50:00,110,checkout
08:50:00,111,drinks
08:51:00,98,fruit
08:51:00,103,drinks
08:51:00,106,fruit
08:51:00,107,dairy
08:51:00,108,fruit
08:51:00,111,checkout
08:51:00,112,fruit
08:52:00,98,checkout
08:52:00,103,spices
08:52:00,106,fruit
08:52:00,107,dairy
08:52:00,108,fruit
08:52:00,112,fruit
08:52:00,113,spices
08:53:00,103,spices
08:53:00,106,checkout
08:53:00,107,dairy
08:53:00,108,fruit
08:53:00,112,fruit
08:53:00,113,spices
08:53:00,114,fruit
08:54:00,103,spices
08:54:00,107,dairy
08:54:00,108,dairy
08:54:00,112,fruit
08:54:00,113,spices
08:54:00,114,drinks
08:54:00,115,spices
08:55:00,103,dairy
08:55:00,107,dairy
08:55:00,108,dairy
08:55:00,112,checkout
08:55:00,113,dairy
08:55:00,114,drinks
08:55:00,115,drinks
08:55:00,116,fruit
08:56:00,103,dairy
08:56:00,107,fruit
08:56:00,108,dairy
08:56:00,113,dairy
08:56:00,114,spices
08:56:00,115,drinks
08:56:00,116,fruit
08:56:00,117,fruit
08:57:00,103,dairy
08:57:00,107,drinks
08:57:00,108,dairy
08:57:00,113,dairy
08:57:00,114,spices
08:57:00,115,checkout
08:57:00,116,checkout
08:57:00,117,fruit
08:57:00,118,fruit
08:58:00,103,dairy
08:58:00,107,drinks
08:58:00,108,checkout
08:58:00,113,checkout
08:58:00,114,dairy
08:58:00,116,checkout
08:58:00,117,dairy
08:58:00,118,fruit
08:58:00,119,dairy
08:59:00,103,checkout
08:59:00,107,drinks
08:59:00,113,checkout
08:59:00,114,dairy
08:59:00,117,dairy
08:59:00,118,dairy
08:59:00,119,dairy
08:59:00,120,dairy
09:00:00,107,drinks
09:00:00,114,dairy
09:00:00,117,drinks
09:00:00,118,checkout
09:00:00,119,dairy
09:00:00,120,dairy
09:00:00,121,spices
09:01:00,107,drinks
09:01:00,114,drinks
09:01:00,117,drinks
09:01:00,119,dairy
09:01:00,120,dairy
09:01:00,121,drinks
09:01:00,122,fruit
09:02:00,107,fruit
09:02:00,114,drinks
09:02:00,117,drinks
09:02:00,119,dairy
09:02:00,120,dairy
09:02:00,121,drinks
09:02:00,122,drinks
09:02:00,123,spices
09:03:00,107,checkout
09:03:00,114,drinks
09:03:00,117,drinks
09:03:00,119,dairy
09:03:00,120,dairy
09:03:00,121,drinks
09:03:00,122,drinks
09:03:00,123,spices
09:03:00,124,spices
09:04:00,114,checkout
09:04:00,117,drinks
09:04:00,119,spices
09:04:00,120,dairy
09:04:00,121,checkout
09:04:00,122,drinks
09:04:00,123,dairy
09:04:00,124,checkout
09:04:00,125,fruit
09:05:00,117,fruit
09:05:00,119,drinks
09:05:00,120,dairy
09:05:00,122,checkout
09:05:00,123,dairy
09:05:00,125,fruit
09:05:00,126,fruit
09:06:00,117,checkout
09:06:00,119,drinks
09:06:00,120,fruit
09:06:00,123,checkout
09:06:00,125,fruit
09:06:00,126,fruit
09:06:00,127,drinks
09:07:00,119,drinks
09:07:00,120,spices
09:07:00,125,checkout
09:07:00,126,fruit
09:07:00,127,drinks
09:07:00,128,spices
09:08:00,119,fruit
09:08:00,120,checkout
09:08:00,126,checkout
09:08:00,127,drinks
09:08:00,128,checkout
09:08:00,129,drinks
09:09:00,119,fruit
09:09:00,126,checkout
09:09:00,127,drinks
09:09:00,129,spices
09:09:00,130,drinks
09:10:00,119,fruit
09:10:00,127,checkout
09:10:00,129,spices
09:10:00,130,drinks
09:10:00,131,spices
09:11:00,119,dairy
09:11:00,129,fruit
09:11:00,130,drinks
09:11:00,131,spices
09:11:00,132,drinks
09:12:00,119,dairy
09:12:00,129,fruit
09:12:00,130,fruit
09:12:00,131,checkout
09:12:00,132,spices
09:12:00,133,dairy
09:13:00,119,dairy
09:13:00,129,fruit
09:13:00,130,fruit
09:13:00,132,dairy
09:13:00,133,dairy
09:13:00,134,fruit
09:14:00,119,dairy
09:14:00,129,fruit
09:14:00,130,checkout
09:14:00,132,drinks
09:14:00,133,dairy
09:14:00,134,drinks
09:14:00,135,drinks
09:15:00,119,drinks
09:15:00,129,checkout
09:15:00,132,checkout
09:15:00,133,dairy
09:15:00,134,drinks
09:15:00,135,checkout
09:15:00,136,spices
09:16:00,119,drinks
09:16:00,132,checkout
09:16:00,133,dairy
09:16:00,134,drinks
09:16:00,136,drinks
09:16:00,137,dairy
09:17:00,119,fruit
09:17:00,133,dairy
09:17:00,134,drinks
09:17:00,136,drinks
09:17:00,137,spices
09:17:00,138,fruit
09:18:00,119,dairy
09:18:00,133,drinks
09:18:00,134,spices
09:18:00,136,drinks
09:18:00,137,checkout
09:18:00,138,fruit
09:18:00,139,fruit
09:19:00,119,spices
09:19:00,133,spices
09:19:00,134,spices
09:19:00,136,drinks
09:19:00,138,fruit
09:19:00,139,drinks
09:19:00,140,fruit
09:20:00,119,spices
09:20:00,133,drinks
09:20:00,134,dairy
09:20:00,136,drinks
09:20:00,138,dairy
09:20:00,139,checkout
09:20:00,140,fruit
09:20:00,141,spices
09:21:00,119,fruit
09:21:00,133,spices
09:21:00,134,checkout
09:21:00,136,drinks
09:21:00,138,fruit
09:21:00,140,checkout
09:21:00,141,spices
09:21:00,142,spices
09:22:00,119,fruit
09:22:00,133,spices
09:22:00,136,spices
09:22:00,138,checkout
09:22:00,141,spices
09:22:00,142,drinks
09:22:00,143,dairy
09:23:00,119,fruit
09:23:00,133,checkout
09:23:00,136,spices
09:23:00,141,drinks
09:23:00,142,checkout
09:23:00,143,fruit
09:23:00,144,spices
09:24:00,119,dairy
09:24:00,136,spices
09:24:00,141,drinks
09:24:00,143,fruit
09:24:00,144,checkout
09:24:00,145,drinks
09:25:00,119,dairy
09:25:00,136,spices
09:25:00,141,drinks
09:25:00,143,fruit
09:25:00,145,checkout
09:25:00,146,drinks
09:26:00,119,dairy
09:26:00,136,fruit
09:26:00,141,drinks
09:26:00,143,drinks
09:26:00,146,drinks
09:26:00,147,dairy
09:27:00,119,checkout
09:27:00,136,checkout
09:27:00,141,checkout
09:27:00,143,checkout
09:27:00,146,drinks
09:27:00,147,dairy
09:27:00,148,spices
09:28:00,136,checkout
09:28:00,143,checkout
09:28:00,146,checkout
09:28:00,147,dairy
09:28:00,148,spices
09:28:00,149,fruit
09:29:00,143,checkout
09:29:00,147,dairy
09:29:00,148,spices
09:29:00,149,checkout
09:29:00,150,spices
09:30:00,147,spices
09:30:00,148,drinks
09:30:00,150,checkout
09:30:00,151,drinks
09:31:00,147,checkout
09:31:00,148,drinks
09:31:00,151,checkout
09:31:00,152,fruit
09:32:00,148,spices
09:32:00,152,fruit
09:32:00,153,fruit
09:33:00,148,spices
09:33:00,152,checkout
09:33:00,153,fruit
09:33:00,154,spices
09:34:00,148,spices
09:34:00,153,fruit
09:34:00,154,spices
09:34:00,155,spices
09:35:00,148,fruit
09:35:00,153,fruit
09:35:00,154,spices
09:35:00,155,fruit
09:35:00,156,spices
09:36:00,148,checkout
09:36:00,153,fruit
09:36:00,154,spices
09:36:00,155,dairy
09:36:00,156,spices
09:36:00,157,spices
09:37:00,153,checkout
09:37:00,154,dairy
